gamename,year,month,avg,gain,peak,avg_peak_perc
Dungeon Defenders II,2014,December ,1011.89,950.77,3163,31.99%
Dungeon Defenders II,2014,November ,61.11,61,119,51.35%
Dungeon Defenders II,2014,August ,0.12,0.1,2,6%
Dungeon Defenders II,2014,June ,0.01,0.01,1,1%
Dungeon Defenders II,2013,December ,0,0,0,NaN%
Dungeon Defenders II,2013,November ,0,-0.03,0,NaN%
Dungeon Defenders II,2013,October ,0.03,-0.17,1,3%
Dungeon Defenders II,2013,September ,0.19,0.15,2,9.50%
Dungeon Defenders II,2013,August ,0.04,-0.08,1,4%
Dungeon Defenders II,2013,July ,0.13,-0.48,3,4.33%
Dungeon Defenders II,2013,June ,0.6,0.47,5,12%
Dungeon Defenders II,2013,May ,0.13,0.09,3,4.33%
Dungeon Defenders II,2013,April ,0.04,NA,2,2%
F1 2012,2021,January ,91.98,-15.62,243,37.85%
F1 2012,2020,December ,107.6,12.57,248,43.39%
F1 2012,2020,November ,95.03,17.45,233,40.79%
F1 2012,2020,October ,77.58,16.25,259,29.95%
F1 2012,2020,September ,61.33,-7.78,148,41.44%
F1 2012,2020,August ,69.12,-9.36,143,48.34%
F1 2012,2020,July ,78.48,6.43,161,48.75%
F1 2012,2020,June ,72.05,-18.32,156,46.19%
F1 2012,2020,May ,90.37,-19.43,210,43.03%
F1 2012,2020,April ,109.8,20.24,267,41.12%
F1 2012,2020,March ,89.56,47.16,266,33.67%
F1 2012,2020,February ,42.4,-5.58,103,41.17%
F1 2012,2020,January ,47.98,-16.81,127,37.78%
F1 2012,2019,December ,64.78,0.64,156,41.53%
F1 2012,2019,November ,64.15,3.83,175,36.66%
F1 2012,2019,October ,60.31,-8.12,146,41.31%
F1 2012,2019,September ,68.43,-3.73,167,40.98%
F1 2012,2019,August ,72.17,1.76,168,42.96%
F1 2012,2019,July ,70.41,-0.75,155,45.43%
F1 2012,2019,June ,71.16,4.11,171,41.61%
F1 2012,2019,May ,67.05,1.39,155,43.26%
F1 2012,2019,April ,65.66,7.27,167,39.32%
F1 2012,2019,March ,58.39,10.44,150,38.93%
F1 2012,2019,February ,47.96,-2.63,119,40.30%
F1 2012,2019,January ,50.59,-12.5,137,36.93%
F1 2012,2018,December ,63.09,-6.92,153,41.24%
F1 2012,2018,November ,70.01,-3.24,181,38.68%
F1 2012,2018,October ,73.24,2.11,196,37.37%
F1 2012,2018,September ,71.14,0.41,162,43.91%
F1 2012,2018,August ,70.73,-2.28,155,45.63%
F1 2012,2018,July ,73.01,2.55,170,42.95%
F1 2012,2018,June ,70.46,-9.24,157,44.88%
F1 2012,2018,May ,79.7,3.31,184,43.32%
F1 2012,2018,April ,76.39,4.83,188,40.63%
F1 2012,2018,March ,71.55,6.43,213,33.59%
F1 2012,2018,February ,65.12,-8.77,166,39.23%
F1 2012,2018,January ,73.89,-35.73,194,38.09%
F1 2012,2017,December ,109.62,14.79,301,36.42%
F1 2012,2017,November ,94.83,-1.81,250,37.93%
F1 2012,2017,October ,96.63,-0.58,270,35.79%
F1 2012,2017,September ,97.21,2.51,256,37.97%
F1 2012,2017,August ,94.7,-23.21,205,46.20%
F1 2012,2017,July ,117.91,12.77,307,38.41%
F1 2012,2017,June ,105.14,15.47,244,43.09%
F1 2012,2017,May ,89.67,-0.36,216,41.51%
F1 2012,2017,April ,90.03,20.05,247,36.45%
F1 2012,2017,March ,69.98,-3.27,185,37.83%
F1 2012,2017,February ,73.26,-10.86,198,37%
F1 2012,2017,January ,84.12,-15.52,205,41.03%
F1 2012,2016,December ,99.63,-5.38,243,41%
F1 2012,2016,November ,105.01,-7.11,310,33.87%
F1 2012,2016,October ,112.12,10.56,295,38.01%
F1 2012,2016,September ,101.56,-6.51,290,35.02%
F1 2012,2016,August ,108.07,-15.93,285,37.92%
F1 2012,2016,July ,124,-5.06,290,42.76%
F1 2012,2016,June ,129.06,20.58,361,35.75%
F1 2012,2016,May ,108.48,8.21,293,37.02%
F1 2012,2016,April ,100.27,-2.52,268,37.41%
F1 2012,2016,March ,102.79,23.98,316,32.53%
F1 2012,2016,February ,78.81,-3.59,217,36.32%
F1 2012,2016,January ,82.4,-24.82,236,34.92%
F1 2012,2015,December ,107.22,-14.36,251,42.72%
F1 2012,2015,November ,121.58,-4.69,322,37.76%
F1 2012,2015,October ,126.27,7.74,318,39.71%
F1 2012,2015,September ,118.53,4.67,304,38.99%
F1 2012,2015,August ,113.86,-16.32,269,42.33%
F1 2012,2015,July ,130.18,-1.7,306,42.54%
F1 2012,2015,June ,131.88,-3.49,354,37.25%
F1 2012,2015,May ,135.37,-17.11,326,41.52%
F1 2012,2015,April ,152.47,19.86,373,40.88%
F1 2012,2015,March ,132.61,9.8,412,32.19%
F1 2012,2015,February ,122.81,-7.57,304,40.40%
F1 2012,2015,January ,130.37,-37.62,340,38.34%
F1 2012,2014,December ,168,-49.3,383,43.86%
F1 2012,2014,November ,217.29,-11.33,600,36.22%
F1 2012,2014,October ,228.62,-4.39,638,35.83%
F1 2012,2014,September ,233.01,9.81,667,34.93%
F1 2012,2014,August ,223.2,-0.62,553,40.36%
F1 2012,2014,July ,223.82,-20.4,580,38.59%
F1 2012,2014,June ,244.22,-17.04,572,42.70%
F1 2012,2014,May ,261.26,-35.38,626,41.73%
F1 2012,2014,April ,296.64,44.18,757,39.19%
F1 2012,2014,March ,252.46,8.94,683,36.96%
F1 2012,2014,February ,243.52,-10.95,590,41.27%
F1 2012,2014,January ,254.47,-78.2,623,40.85%
F1 2012,2013,December ,332.67,-126.82,888,37.46%
F1 2012,2013,November ,459.49,-114.46,1382,33.25%
F1 2012,2013,October ,573.95,-258.3,1478,38.83%
F1 2012,2013,September ,832.25,-39.95,2404,34.62%
F1 2012,2013,August ,872.2,27.16,2265,38.51%
F1 2012,2013,July ,845.04,43.05,2023,41.77%
F1 2012,2013,June ,801.99,-63.69,2318,34.60%
F1 2012,2013,May ,865.68,-41.74,2446,35.39%
F1 2012,2013,April ,907.41,-8.22,2609,34.78%
F1 2012,2013,March ,915.64,196.57,2894,31.64%
F1 2012,2013,February ,719.07,-148.48,1838,39.12%
F1 2012,2013,January ,867.55,-174.26,2193,39.56%
F1 2012,2012,December ,1041.81,-87.39,2704,38.53%
F1 2012,2012,November ,1129.19,-54.5,3109,36.32%
F1 2012,2012,October ,1183.69,-114.17,3045,38.87%
F1 2012,2012,September ,1297.87,NA,3625,35.80%
Farming Simulator 2013,2021,January ,36.27,-0.56,76,47.72%
Farming Simulator 2013,2020,December ,36.83,-0.4,76,48.46%
Farming Simulator 2013,2020,November ,37.23,4.82,86,43.29%
Farming Simulator 2013,2020,October ,32.41,0.85,74,43.80%
Farming Simulator 2013,2020,September ,31.55,-4.95,74,42.64%
Farming Simulator 2013,2020,August ,36.5,-1.33,78,46.79%
Farming Simulator 2013,2020,July ,37.83,2.48,72,52.54%
Farming Simulator 2013,2020,June ,35.36,-10.12,75,47.15%
Farming Simulator 2013,2020,May ,45.48,-12.13,93,48.90%
Farming Simulator 2013,2020,April ,57.61,13.92,115,50.10%
Farming Simulator 2013,2020,March ,43.68,5.17,110,39.71%
Farming Simulator 2013,2020,February ,38.52,-4.02,80,48.15%
Farming Simulator 2013,2020,January ,42.54,-0.92,87,48.90%
Farming Simulator 2013,2019,December ,43.45,-1.29,94,46.22%
Farming Simulator 2013,2019,November ,44.74,2.3,96,46.60%
Farming Simulator 2013,2019,October ,42.44,-1.59,88,48.23%
Farming Simulator 2013,2019,September ,44.03,-4.42,97,45.39%
Farming Simulator 2013,2019,August ,48.45,-0.51,92,52.66%
Farming Simulator 2013,2019,July ,48.95,9.48,97,50.46%
Farming Simulator 2013,2019,June ,39.48,-3.57,82,48.15%
Farming Simulator 2013,2019,May ,43.05,-1.35,95,45.32%
Farming Simulator 2013,2019,April ,44.39,-7.07,96,46.24%
Farming Simulator 2013,2019,March ,51.47,-5.4,98,52.52%
Farming Simulator 2013,2019,February ,56.87,-6.86,113,50.33%
Farming Simulator 2013,2019,January ,63.73,-3.08,128,49.79%
Farming Simulator 2013,2018,December ,66.8,0.71,137,48.76%
Farming Simulator 2013,2018,November ,66.1,0.72,139,47.55%
Farming Simulator 2013,2018,October ,65.38,-2.78,129,50.68%
Farming Simulator 2013,2018,September ,68.16,0.46,152,44.84%
Farming Simulator 2013,2018,August ,67.71,-4.81,124,54.60%
Farming Simulator 2013,2018,July ,72.52,2.86,139,52.17%
Farming Simulator 2013,2018,June ,69.66,7.17,135,51.60%
Farming Simulator 2013,2018,May ,62.49,-3.97,127,49.20%
Farming Simulator 2013,2018,April ,66.46,-2.88,136,48.87%
Farming Simulator 2013,2018,March ,69.35,-8.03,139,49.89%
Farming Simulator 2013,2018,February ,77.38,-0.65,143,54.11%
Farming Simulator 2013,2018,January ,78.03,2.39,149,52.37%
Farming Simulator 2013,2017,December ,75.64,-6.88,152,49.76%
Farming Simulator 2013,2017,November ,82.52,-7.82,173,47.70%
Farming Simulator 2013,2017,October ,90.34,8.84,185,48.83%
Farming Simulator 2013,2017,September ,81.5,-17.06,181,45.03%
Farming Simulator 2013,2017,August ,98.56,-4.58,191,51.60%
Farming Simulator 2013,2017,July ,103.14,1.42,196,52.62%
Farming Simulator 2013,2017,June ,101.72,6.09,198,51.37%
Farming Simulator 2013,2017,May ,95.63,-3.98,196,48.79%
Farming Simulator 2013,2017,April ,99.61,-6.13,181,55.03%
Farming Simulator 2013,2017,March ,105.74,-18.72,226,46.79%
Farming Simulator 2013,2017,February ,124.46,-25.14,248,50.19%
Farming Simulator 2013,2017,January ,149.6,-25.27,347,43.11%
Farming Simulator 2013,2016,December ,174.87,-26.94,366,47.78%
Farming Simulator 2013,2016,November ,201.81,-33.53,443,45.56%
Farming Simulator 2013,2016,October ,235.35,-36.88,472,49.86%
Farming Simulator 2013,2016,September ,272.23,33.91,857,31.77%
Farming Simulator 2013,2016,August ,238.31,-26.29,429,55.55%
Farming Simulator 2013,2016,July ,264.6,36.98,523,50.59%
Farming Simulator 2013,2016,June ,227.62,22.66,516,44.11%
Farming Simulator 2013,2016,May ,204.96,-4.09,375,54.66%
Farming Simulator 2013,2016,April ,209.05,-14.7,404,51.75%
Farming Simulator 2013,2016,March ,223.76,-58.49,428,52.28%
Farming Simulator 2013,2016,February ,282.25,-44.37,592,47.68%
Farming Simulator 2013,2016,January ,326.62,2.61,771,42.36%
Farming Simulator 2013,2015,December ,324.01,-8.81,615,52.68%
Farming Simulator 2013,2015,November ,332.82,-17.93,719,46.29%
Farming Simulator 2013,2015,October ,350.75,-75.38,790,44.40%
Farming Simulator 2013,2015,September ,426.13,60.08,1251,34.06%
Farming Simulator 2013,2015,August ,366.05,-34.01,617,59.33%
Farming Simulator 2013,2015,July ,400.07,-40.04,636,62.90%
Farming Simulator 2013,2015,June ,440.11,56.01,882,49.90%
Farming Simulator 2013,2015,May ,384.1,-18.49,729,52.69%
Farming Simulator 2013,2015,April ,402.58,-61.09,748,53.82%
Farming Simulator 2013,2015,March ,463.68,-74.12,964,48.10%
Farming Simulator 2013,2015,February ,537.8,-109.34,1050,51.22%
Farming Simulator 2013,2015,January ,647.14,-148.99,1347,48.04%
Farming Simulator 2013,2014,December ,796.13,-218.66,1456,54.68%
Farming Simulator 2013,2014,November ,1014.79,-907.93,2251,45.08%
Farming Simulator 2013,2014,October ,1922.72,274.03,4589,41.90%
Farming Simulator 2013,2014,September ,1648.69,-208.09,3191,51.67%
Farming Simulator 2013,2014,August ,1856.78,106.3,3416,54.36%
Farming Simulator 2013,2014,July ,1750.47,41.78,3029,57.79%
Farming Simulator 2013,2014,June ,1708.69,247.66,4100,41.68%
Farming Simulator 2013,2014,May ,1461.03,-98.91,2636,55.43%
Farming Simulator 2013,2014,April ,1559.94,-114.94,2907,53.66%
Farming Simulator 2013,2014,March ,1674.88,-246.24,3354,49.94%
Farming Simulator 2013,2014,February ,1921.12,-124.75,3756,51.15%
Farming Simulator 2013,2014,January ,2045.87,153.09,4584,44.63%
Farming Simulator 2013,2013,December ,1892.78,105.7,3769,50.22%
Farming Simulator 2013,2013,November ,1787.07,-6.44,3451,51.78%
Farming Simulator 2013,2013,October ,1793.51,116.97,3818,46.98%
Farming Simulator 2013,2013,September ,1676.54,381.16,4555,36.81%
Farming Simulator 2013,2013,August ,1295.38,-10.16,2394,54.11%
Farming Simulator 2013,2013,July ,1305.53,253.85,2766,47.20%
Farming Simulator 2013,2013,June ,1051.69,-51.6,2026,51.91%
Farming Simulator 2013,2013,May ,1103.29,-227.6,2145,51.44%
Farming Simulator 2013,2013,April ,1330.88,297.03,3876,34.34%
Farming Simulator 2013,2013,March ,1033.86,-7.75,2076,49.80%
Farming Simulator 2013,2013,February ,1041.61,-42.67,2065,50.44%
Farming Simulator 2013,2013,January ,1084.28,-99.99,2184,49.65%
Farming Simulator 2013,2012,December ,1184.27,-351.1,2557,46.31%
Farming Simulator 2013,2012,November ,1535.37,-406.57,4265,36.00%
Farming Simulator 2013,2012,October ,1941.93,NA,3851,50.43%
Football Manager 2014,2021,January ,565.17,17.25,1004,56.29%
Football Manager 2014,2020,December ,547.92,-47.05,989,55.40%
Football Manager 2014,2020,November ,594.96,11.12,1060,56.13%
Football Manager 2014,2020,October ,583.84,-17.54,1004,58.15%
Football Manager 2014,2020,September ,601.38,-14.22,1050,57.27%
Football Manager 2014,2020,August ,615.6,-5.45,1022,60.23%
Football Manager 2014,2020,July ,621.05,-60.22,1032,60.18%
Football Manager 2014,2020,June ,681.27,-178.28,1179,57.78%
Football Manager 2014,2020,May ,859.56,-257.84,1644,52.28%
Football Manager 2014,2020,April ,1117.4,285.49,1924,58.08%
Football Manager 2014,2020,March ,831.91,217.74,1928,43.15%
Football Manager 2014,2020,February ,614.17,-23.36,1116,55.03%
Football Manager 2014,2020,January ,637.53,8.22,1124,56.72%
Football Manager 2014,2019,December ,629.31,-32.82,1093,57.58%
Football Manager 2014,2019,November ,662.13,9.55,1196,55.36%
Football Manager 2014,2019,October ,652.58,-40.65,1163,56.11%
Football Manager 2014,2019,September ,693.23,-29.77,1277,54.29%
Football Manager 2014,2019,August ,723,40.11,1271,56.88%
Football Manager 2014,2019,July ,682.89,-60.17,1216,56.16%
Football Manager 2014,2019,June ,743.06,-26.61,1289,57.65%
Football Manager 2014,2019,May ,769.67,43.44,1421,54.16%
Football Manager 2014,2019,April ,726.23,-49.48,1347,53.91%
Football Manager 2014,2019,March ,775.72,-61.35,1439,53.91%
Football Manager 2014,2019,February ,837.07,-29.6,1587,52.75%
Football Manager 2014,2019,January ,866.67,34.65,1622,53.43%
Football Manager 2014,2018,December ,832.02,6.84,1517,54.85%
Football Manager 2014,2018,November ,825.18,-32.94,1575,52.39%
Football Manager 2014,2018,October ,858.12,-84.59,1607,53.40%
Football Manager 2014,2018,September ,942.71,-85.85,1757,53.65%
Football Manager 2014,2018,August ,1028.56,-6.59,1846,55.72%
Football Manager 2014,2018,July ,1035.15,-41.03,1872,55.30%
Football Manager 2014,2018,June ,1076.18,-13.23,1986,54.19%
Football Manager 2014,2018,May ,1089.41,-7.71,1933,56.36%
Football Manager 2014,2018,April ,1097.12,-71.25,1993,55.05%
Football Manager 2014,2018,March ,1168.37,-69.84,2160,54.09%
Football Manager 2014,2018,February ,1238.21,-52.1,2276,54.40%
Football Manager 2014,2018,January ,1290.31,13.74,2340,55.14%
Football Manager 2014,2017,December ,1276.58,-47.85,2328,54.84%
Football Manager 2014,2017,November ,1324.43,-63.37,2444,54.19%
Football Manager 2014,2017,October ,1387.8,-114.13,2548,54.47%
Football Manager 2014,2017,September ,1501.93,-73.13,2853,52.64%
Football Manager 2014,2017,August ,1575.06,22.92,2699,58.36%
Football Manager 2014,2017,July ,1552.14,-162.15,2838,54.69%
Football Manager 2014,2017,June ,1714.29,4.89,3117,55.00%
Football Manager 2014,2017,May ,1709.4,23.93,3097,55.20%
Football Manager 2014,2017,April ,1685.47,1.19,2927,57.58%
Football Manager 2014,2017,March ,1684.27,-143.76,3153,53.42%
Football Manager 2014,2017,February ,1828.03,-96.39,3410,53.61%
Football Manager 2014,2017,January ,1924.42,-1.13,3514,54.76%
Football Manager 2014,2016,December ,1925.55,-76.35,3515,54.78%
Football Manager 2014,2016,November ,2001.9,-169.76,3822,52.38%
Football Manager 2014,2016,October ,2171.66,-188.89,3942,55.09%
Football Manager 2014,2016,September ,2360.54,-63.68,4343,54.35%
Football Manager 2014,2016,August ,2424.23,-124.71,4254,56.99%
Football Manager 2014,2016,July ,2548.94,-239.78,4698,54.26%
Football Manager 2014,2016,June ,2788.71,-121.68,5081,54.89%
Football Manager 2014,2016,May ,2910.39,3.44,5318,54.73%
Football Manager 2014,2016,April ,2906.95,-229.93,5287,54.98%
Football Manager 2014,2016,March ,3136.89,-341.84,5835,53.76%
Football Manager 2014,2016,February ,3478.73,-267.35,6431,54.09%
Football Manager 2014,2016,January ,3746.08,-151.61,6925,54.10%
Football Manager 2014,2015,December ,3897.69,-477.38,7105,54.86%
Football Manager 2014,2015,November ,4375.08,-492.7,8503,51.45%
Football Manager 2014,2015,October ,4867.78,-653.5,8942,54.44%
Football Manager 2014,2015,September ,5521.28,-501.67,10713,51.54%
Football Manager 2014,2015,August ,6022.96,72.17,11031,54.60%
Football Manager 2014,2015,July ,5950.79,-545.41,10843,54.88%
Football Manager 2014,2015,June ,6496.21,-835.67,12551,51.76%
Football Manager 2014,2015,May ,7331.88,332.88,13444,54.54%
Football Manager 2014,2015,April ,6999,-606.21,13335,52.49%
Football Manager 2014,2015,March ,7605.21,-1066.16,14732,51.62%
Football Manager 2014,2015,February ,8671.37,-1000.62,16790,51.65%
Football Manager 2014,2015,January ,9672,-1481.48,18647,51.87%
Football Manager 2014,2014,December ,11153.47,-3835.89,21891,50.95%
Football Manager 2014,2014,November ,14989.37,-9269.97,39661,37.79%
Football Manager 2014,2014,October ,24259.34,-6626.69,49864,48.65%
Football Manager 2014,2014,September ,30886.03,-4509.12,66662,46.33%
Football Manager 2014,2014,August ,35395.15,486.81,65735,53.85%
Football Manager 2014,2014,July ,34908.34,322.4,65844,53.02%
Football Manager 2014,2014,June ,34585.94,257.24,70688,48.93%
Football Manager 2014,2014,May ,34328.7,938.97,67747,50.67%
Football Manager 2014,2014,April ,33389.74,737.4,67610,49.39%
Football Manager 2014,2014,March ,32652.34,-2527.81,64318,50.77%
Football Manager 2014,2014,February ,35180.15,-3024.83,74040,47.52%
Football Manager 2014,2014,January ,38204.97,5202.79,78611,48.60%
Football Manager 2014,2013,December ,33002.18,870.7,73509,44.90%
Football Manager 2014,2013,November ,32131.48,26820.36,66145,48.58%
Football Manager 2014,2013,October ,5311.13,5291.24,46886,11.33%
Football Manager 2014,2013,September ,19.88,6.7,64,31.06%
Football Manager 2014,2013,August ,13.19,9.9,48,27.48%
Football Manager 2014,2013,July ,3.28,0.08,9,36.44%
Football Manager 2014,2013,June ,3.21,0.97,6,53.50%
Football Manager 2014,2013,May ,2.24,0.56,7,32%
Football Manager 2014,2013,April ,1.68,0.76,6,28%
Football Manager 2014,2013,March ,0.92,0.9,4,23%
Football Manager 2014,2013,February ,0.02,NA,1,2%
F1 2014,2021,January ,68.64,-25,198,34.67%
F1 2014,2020,December ,93.64,21.06,244,38.38%
F1 2014,2020,November ,72.58,19.17,238,30.50%
F1 2014,2020,October ,53.4,18.88,200,26.70%
F1 2014,2020,September ,34.52,-3.59,81,42.62%
F1 2014,2020,August ,38.11,-11.38,94,40.54%
F1 2014,2020,July ,49.49,11.97,103,48.05%
F1 2014,2020,June ,37.52,-11.06,98,38.29%
F1 2014,2020,May ,48.59,-14.38,118,41.18%
F1 2014,2020,April ,62.97,9.16,145,43.43%
F1 2014,2020,March ,53.81,26.89,173,31.10%
F1 2014,2020,February ,26.92,-4.4,73,36.88%
F1 2014,2020,January ,31.32,-7.58,89,35.19%
F1 2014,2019,December ,38.89,-3.26,102,38.13%
F1 2014,2019,November ,42.15,-0.6,112,37.63%
F1 2014,2019,October ,42.76,-4.61,104,41.12%
F1 2014,2019,September ,47.37,-1.86,116,40.84%
F1 2014,2019,August ,49.23,0.28,148,33.26%
F1 2014,2019,July ,48.95,0.54,116,42.20%
F1 2014,2019,June ,48.41,5.16,116,41.73%
F1 2014,2019,May ,43.25,-1.87,106,40.80%
F1 2014,2019,April ,45.12,2.94,129,34.98%
F1 2014,2019,March ,42.17,9.98,126,33.47%
F1 2014,2019,February ,32.2,-2.41,84,38.33%
F1 2014,2019,January ,34.61,-8.96,90,38.46%
F1 2014,2018,December ,43.57,-8.08,122,35.71%
F1 2014,2018,November ,51.64,-0.26,134,38.54%
F1 2014,2018,October ,51.9,-2.55,136,38.16%
F1 2014,2018,September ,54.45,-1.04,145,37.55%
F1 2014,2018,August ,55.49,0.25,137,40.50%
F1 2014,2018,July ,55.24,1.18,121,45.65%
F1 2014,2018,June ,54.06,-6.68,125,43.25%
F1 2014,2018,May ,60.74,1.74,158,38.44%
F1 2014,2018,April ,59,3.83,145,40.69%
F1 2014,2018,March ,55.17,9.63,160,34.48%
F1 2014,2018,February ,45.54,-7.01,112,40.66%
F1 2014,2018,January ,52.55,-27.3,140,37.54%
F1 2014,2017,December ,79.85,-3.95,216,36.97%
F1 2014,2017,November ,83.8,-3.08,238,35.21%
F1 2014,2017,October ,86.87,-0.18,261,33.28%
F1 2014,2017,September ,87.05,1.31,232,37.52%
F1 2014,2017,August ,85.74,-23.46,194,44.20%
F1 2014,2017,July ,109.2,18.6,304,35.92%
F1 2014,2017,June ,90.6,2.79,209,43.35%
F1 2014,2017,May ,87.81,-8.89,233,37.69%
F1 2014,2017,April ,96.71,22.17,246,39.31%
F1 2014,2017,March ,74.54,2.84,195,38.23%
F1 2014,2017,February ,71.7,-13.49,182,39.40%
F1 2014,2017,January ,85.19,-27.55,222,38.37%
F1 2014,2016,December ,112.74,-8.03,306,36.84%
F1 2014,2016,November ,120.78,-11.9,401,30.12%
F1 2014,2016,October ,132.67,10.33,377,35.19%
F1 2014,2016,September ,122.34,-29.11,365,33.52%
F1 2014,2016,August ,151.45,-30.51,426,35.55%
F1 2014,2016,July ,181.96,-8.06,470,38.71%
F1 2014,2016,June ,190.02,22.21,521,36.47%
F1 2014,2016,May ,167.81,8.44,458,36.64%
F1 2014,2016,April ,159.37,9.42,411,38.78%
F1 2014,2016,March ,149.95,37.86,470,31.90%
F1 2014,2016,February ,112.09,-12.52,261,42.95%
F1 2014,2016,January ,124.61,-38.27,319,39.06%
F1 2014,2015,December ,162.88,-46.1,391,41.66%
F1 2014,2015,November ,208.98,-14.53,590,35.42%
F1 2014,2015,October ,223.51,-7.58,655,34.12%
F1 2014,2015,September ,231.09,36.12,773,29.90%
F1 2014,2015,August ,194.97,-71.52,439,44.41%
F1 2014,2015,July ,266.49,-91.07,798,33.39%
F1 2014,2015,June ,357.56,5.53,983,36.37%
F1 2014,2015,May ,352.04,-64.27,940,37.45%
F1 2014,2015,April ,416.3,36.38,1034,40.26%
F1 2014,2015,March ,379.92,52.52,1189,31.95%
F1 2014,2015,February ,327.4,-57.01,848,38.61%
F1 2014,2015,January ,384.42,-100.83,1073,35.83%
F1 2014,2014,December ,485.25,-57.92,1293,37.53%
F1 2014,2014,November ,543.16,152.16,1436,37.82%
F1 2014,2014,October ,391,386.7,2356,16.60%
F1 2014,2014,September ,4.3,1.18,37,11.62%
F1 2014,2014,August ,3.12,-0.22,17,18.35%
F1 2014,2014,July ,3.34,1.36,20,16.70%
F1 2014,2014,June ,1.98,1.25,13,15.23%
F1 2014,2014,April ,0.74,-3.21,8,9.25%
F1 2014,2014,March ,3.94,0.32,21,18.76%
F1 2014,2014,February ,3.62,-0.87,21,17.24%
F1 2014,2014,January ,4.49,1.67,22,20.41%
F1 2014,2013,December ,2.82,-0.81,16,17.63%
F1 2014,2013,November ,3.63,2.66,19,19.11%
F1 2014,2013,October ,0.97,0.76,11,8.82%
F1 2014,2013,September ,0.21,0.02,3,7%
F1 2014,2013,August ,0.19,-0.99,2,9.50%
F1 2014,2013,July ,1.18,0.61,6,19.67%
F1 2014,2013,June ,0.57,-0.46,4,14.25%
F1 2014,2013,May ,1.03,-0.26,7,14.71%
F1 2014,2013,April ,1.29,0.51,7,18.43%
F1 2014,2013,March ,0.78,0.34,5,15.60%
F1 2014,2013,February ,0.44,0.25,5,8.80%
F1 2014,2013,January ,0.19,0.15,4,4.75%
F1 2014,2012,December ,0.04,NA,2,2%
Construction-Simulator 2015,2021,January ,133.3,-9.9,386,34.53%
Construction-Simulator 2015,2020,December ,143.21,16.55,392,36.53%
Construction-Simulator 2015,2020,November ,126.66,15.78,392,32.31%
Construction-Simulator 2015,2020,October ,110.88,-2.92,293,37.84%
Construction-Simulator 2015,2020,September ,113.8,19.48,341,33.37%
Construction-Simulator 2015,2020,August ,94.32,-22.94,231,40.83%
Construction-Simulator 2015,2020,July ,117.25,-3.14,256,45.80%
Construction-Simulator 2015,2020,June ,120.39,-77.99,274,43.94%
Construction-Simulator 2015,2020,May ,198.38,14.97,948,20.93%
Construction-Simulator 2015,2020,April ,183.41,25.91,405,45.29%
Construction-Simulator 2015,2020,March ,157.5,32.33,488,32.27%
Construction-Simulator 2015,2020,February ,125.17,-13.73,365,34.29%
Construction-Simulator 2015,2020,January ,138.89,-11.8,364,38.16%
Construction-Simulator 2015,2019,December ,150.69,15.43,403,37.39%
Construction-Simulator 2015,2019,November ,135.26,8.32,358,37.78%
Construction-Simulator 2015,2019,October ,126.94,-0.4,328,38.70%
Construction-Simulator 2015,2019,September ,127.34,5.44,346,36.80%
Construction-Simulator 2015,2019,August ,121.9,-20.65,256,47.62%
Construction-Simulator 2015,2019,July ,142.56,19.25,379,37.61%
Construction-Simulator 2015,2019,June ,123.31,-13.84,350,35.23%
Construction-Simulator 2015,2019,May ,137.15,-20.35,407,33.70%
Construction-Simulator 2015,2019,April ,157.51,-6.99,429,36.72%
Construction-Simulator 2015,2019,March ,164.5,36.8,436,37.73%
Construction-Simulator 2015,2019,February ,127.69,-18.36,376,33.96%
Construction-Simulator 2015,2019,January ,146.06,-12.7,370,39.48%
Construction-Simulator 2015,2018,December ,158.76,-15.78,385,41.24%
Construction-Simulator 2015,2018,November ,174.53,11.78,464,37.61%
Construction-Simulator 2015,2018,October ,162.75,-19.25,425,38.29%
Construction-Simulator 2015,2018,September ,182,3.67,507,35.90%
Construction-Simulator 2015,2018,August ,178.33,-3.15,443,40.26%
Construction-Simulator 2015,2018,July ,181.48,10.95,386,47.02%
Construction-Simulator 2015,2018,June ,170.53,0.9,440,38.76%
Construction-Simulator 2015,2018,May ,169.64,-29.72,424,40.01%
Construction-Simulator 2015,2018,April ,199.35,-52.11,616,32.36%
Construction-Simulator 2015,2018,March ,251.46,-3.31,727,34.59%
Construction-Simulator 2015,2018,February ,254.77,-12.4,667,38.20%
Construction-Simulator 2015,2018,January ,267.17,-11.84,668,40.00%
Construction-Simulator 2015,2017,December ,279.01,24.39,757,36.86%
Construction-Simulator 2015,2017,November ,254.62,-55.51,698,36.48%
Construction-Simulator 2015,2017,October ,310.14,16.58,980,31.65%
Construction-Simulator 2015,2017,September ,293.56,32.51,906,32.40%
Construction-Simulator 2015,2017,August ,261.04,-39.19,573,45.56%
Construction-Simulator 2015,2017,July ,300.24,42.57,820,36.61%
Construction-Simulator 2015,2017,June ,257.67,46.47,801,32.17%
Construction-Simulator 2015,2017,May ,211.2,-38.33,536,39.40%
Construction-Simulator 2015,2017,April ,249.53,14.36,580,43.02%
Construction-Simulator 2015,2017,March ,235.17,-27.78,617,38.12%
Construction-Simulator 2015,2017,February ,262.95,-52.81,686,38.33%
Construction-Simulator 2015,2017,January ,315.76,37.72,754,41.88%
Construction-Simulator 2015,2016,December ,278.04,12.79,750,37.07%
